continuous-3143-both_sexes-irnt.tsv.EUR_ONLY.ankle_spacing_width.sumstats.gz 0
icd10-M16-both_sexes.tsv.EUR_ONLY.coxarthrosis.sumstats.gz 0
continuous-3148-both_sexes-irnt.tsv.EUR_ONLY.heel_bone_mineral_density.sumstats.gz 0
phecode-835-both_sexes.tsv.EUR_ONLY.internal_derangement_knee.sumstats.gz 0
continuous-50-both_sexes-irnt.tsv.EUR_ONLY.standing_height.sumstats.gz 0
phecode-495-both_sexes.tsv.EUR_ONLY.asthma.sumstats.gz 0
categorical-3606-both_sexes-3606.tsv.EUR_ONLY.chest_pain_when_walking.sumstats.gz 0
categorical-22502-both_sexes-22502.tsv.EUR_ONLY.cough.sumstats.gz 0
continuous-20154-both_sexes-irnt.tsv.EUR_ONLY.FEV1.sumstats.gz 0
continuous-FEV1FVC-both_sexes-irnt.tsv.EUR_ONLY.FEV1_FVC_ratio.sumstats.gz 0
continuous-3062-both_sexes-irnt.tsv.EUR_ONLY.forced_vital_capacity.sumstats.gz 0
categorical-22126-both_sexes-22126.tsv.EUR_ONLY.hayfever_allergic_rhinitis.sumstats.gz 0
phecode-471-both_sexes.tsv.EUR_ONLY.nasal_polyps.sumstats.gz 0
continuous-3064-both_sexes-irnt.tsv.EUR_ONLY.peak_expiratory_flow.sumstats.gz 0
continuous-2139-both_sexes-irnt.tsv.EUR_ONLY.age_at_first_intercourse.sumstats.gz 0
icd10-N81-both_sexes.tsv.EUR_ONLY.female_genital_prolapse.sumstats.gz 0
continuous-2149-both_sexes.tsv.EUR_ONLY.number_of_sexual_partners.sumstats.gz 0
phecode-317-both_sexes.tsv.EUR_ONLY.alcohol_related_disorders.sumstats.gz 0
phecode-300-both_sexes.tsv.EUR_ONLY.anxiety_disorders.sumstats.gz 0
continuous-20460-both_sexes.tsv.EUR_ONLY.belief_in_meaningful_life.sumstats.gz 0
continuous-1180-both_sexes.tsv.EUR_ONLY.chronotype.sumstats.gz 0
categorical-4598-both_sexes-4598.tsv.EUR_ONLY.depressed_for_week.sumstats.gz 0
categorical-20502-both_sexes-20502.tsv.EUR_ONLY.extreme_irritability.sumstats.gz 0
continuous-20414-both_sexes.tsv.EUR_ONLY.frequency_of_alcohol.sumstats.gz 0
continuous-20409-both_sexes.tsv.EUR_ONLY.guilt_for_drinking.sumstats.gz 0
categorical-2644-both_sexes-2644.tsv.EUR_ONLY.light_smoker.sumstats.gz 0
categorical-20548-both_sexes-1.tsv.EUR_ONLY.mania_irritiability.sumstats.gz 0
continuous-20127-both_sexes-irnt.tsv.EUR_ONLY.neuroticism_score.sumstats.gz 0
categorical-20117-both_sexes-1.tsv.EUR_ONLY.previous_alcohol_drinker.sumstats.gz 0
categorical-2040-both_sexes-2040.tsv.EUR_ONLY.risk_taking.sumstats.gz 0
continuous-1160-both_sexes.tsv.EUR_ONLY.sleep_duration.sumstats.gz 0
categorical-20116-both_sexes-0.tsv.EUR_ONLY.smoking_status.sumstats.gz 0
categorical-1210-both_sexes-1210.tsv.EUR_ONLY.snoring.sumstats.gz 0
continuous-5116-both_sexes-irnt.tsv.EUR_ONLY._3mm_cylindrical_power_R.sumstats.gz 0
continuous-5104-both_sexes-irnt.tsv.EUR_ONLY._3mm_strong_meridian_angle_L.sumstats.gz 0
continuous-5110-both_sexes-irnt.tsv.EUR_ONLY._6mm_asymmetry_angle_L.sumstats.gz 0
continuous-5157-both_sexes-irnt.tsv.EUR_ONLY._6mm_asymmetry_index_L.sumstats.gz 0
continuous-5134-both_sexes-irnt.tsv.EUR_ONLY._6mm_strong_meridian_L.sumstats.gz 0
phecode-366-both_sexes.tsv.EUR_ONLY.cateract.sumstats.gz 0
continuous-5257-both_sexes-irnt.tsv.EUR_ONLY.corneal_resistance_factor_R.sumstats.gz 0
phecode-365-both_sexes.tsv.EUR_ONLY.glaucoma.sumstats.gz 0
continuous-5262-both_sexes-irnt.tsv.EUR_ONLY.intra_ocular_pressure.sumstats.gz 0
categorical-6148-both_sexes-100.tsv.EUR_ONLY.no_major_eye_problems.sumstats.gz 0
phecode-361-both_sexes.tsv.EUR_ONLY.retinal_detachment_defects.sumstats.gz 0
continuous-5085-both_sexes-irnt.tsv.EUR_ONLY.spherical_power_left.sumstats.gz 0
continuous-1200-both_sexes.tsv.EUR_ONLY.difficulty_sleeping.sumstats.gz 0
categorical-6159-both_sexes-1.tsv.EUR_ONLY.headache_pain.sumstats.gz 0
categorical-3799-both_sexes-3799.tsv.EUR_ONLY.headaches_extended.sumstats.gz 0
icd10-G56-both_sexes.tsv.EUR_ONLY.mononeuropathies_upper_limb.sumstats.gz 0
continuous-MCP-both_sexes-irnt.tsv.EUR_ONLY.multisite_chronic_pain.sumstats.gz 0
phecode-174-both_sexes.tsv.EUR_ONLY.breast_cancer.sumstats.gz 0
icd10-D12-both_sexes.tsv.EUR_ONLY.colon_rectum_anus_neoplasm_benign.sumstats.gz 0
continuous-22677-both_sexes-irnt.tsv.EUR_ONLY.mean_carotid_IMT.sumstats.gz 0
icd10-C34-both_sexes.tsv.EUR_ONLY.neoplasm_bronchus_lung_malignant.sumstats.gz 0
icd10-M75-both_sexes.tsv.EUR_ONLY.shoulder_lesions.sumstats.gz 0
icd10-C44-both_sexes.tsv.EUR_ONLY.skin_neoplasm_malignant_other.sumstats.gz 0
categorical-2473-both_sexes-2473.tsv.EUR_ONLY.other_serious_medical_condition.sumstats.gz 0
continuous-20022-both_sexes-irnt.tsv.EUR_ONLY.birth_weight.sumstats.gz 0
continuous-1687-both_sexes.tsv.EUR_ONLY.body_size_age_10_comparative.sumstats.gz 0
continuous-LDLC-both_sexes-medadj_irnt.tsv.EUR_ONLY.direct_LDL.sumstats.gz 0
continuous-23101-both_sexes-irnt.tsv.EUR_ONLY.whole_body_fat_free_mass.sumstats.gz 0
continuous-23100-both_sexes-irnt.tsv.EUR_ONLY.whole_body_fat_mass.sumstats.gz 0
continuous-23106-both_sexes-irnt.tsv.EUR_ONLY.whole_body_impedance.sumstats.gz 0
continuous-whr-both_sexes-irnt.tsv.EUR_ONLY.whr.sumstats.gz 0
continuous-30150-both_sexes-irnt.tsv.EUR_ONLY.eosinophil_count.sumstats.gz 0
continuous-30120-both_sexes-irnt.tsv.EUR_ONLY.lymphocyte_count.sumstats.gz 0
continuous-30180-both_sexes-irnt.tsv.EUR_ONLY.lymphocyte_percent.sumstats.gz 0
continuous-30060-both_sexes-irnt.tsv.EUR_ONLY.mean_corpuscular_hemoglobin_conc.sumstats.gz 0
continuous-30040-both_sexes-irnt.tsv.EUR_ONLY.mean_corpuscular_volume.sumstats.gz 0
continuous-30100-both_sexes-irnt.tsv.EUR_ONLY.mean_platelet_volume.sumstats.gz 0
continuous-30130-both_sexes-irnt.tsv.EUR_ONLY.monocyte_count.sumstats.gz 0
continuous-30190-both_sexes-irnt.tsv.EUR_ONLY.monocyte_percent.sumstats.gz 0
continuous-30080-both_sexes-irnt.tsv.EUR_ONLY.platelet_count.sumstats.gz 0
continuous-30110-both_sexes-irnt.tsv.EUR_ONLY.platelet_distribution_width.sumstats.gz 0
continuous-30010-both_sexes-irnt.tsv.EUR_ONLY.rbc_count.sumstats.gz 0
continuous-30070-both_sexes-irnt.tsv.EUR_ONLY.rbc_distribution_width.sumstats.gz 0
continuous-30300-both_sexes-irnt.tsv.EUR_ONLY.reticulocyte_count_high_light_scatter.sumstats.gz 0
continuous-30000-both_sexes-irnt.tsv.EUR_ONLY.wbc_count.sumstats.gz 0
phecode-550-both_sexes.tsv.EUR_ONLY.abdominal_hernia.sumstats.gz 0
phecode-574.1-both_sexes.tsv.EUR_ONLY.cholelithiasis.sumstats.gz 0
phecode-562-both_sexes.tsv.EUR_ONLY.diverticulosis_diverticulitis.sumstats.gz 0
phecode-550.1-both_sexes.tsv.EUR_ONLY.inguinal_hernia.sumstats.gz 0
phecode-550.4-both_sexes.tsv.EUR_ONLY.umbilical_hernia.sumstats.gz 0
categorical-20002-both_sexes-1226.tsv.EUR_ONLY.hypothyroidism.sumstats.gz 0
icd10-N20-both_sexes.tsv.EUR_ONLY.kidney_uretur_calculus.sumstats.gz 0
phecode-250.2-both_sexes.tsv.EUR_ONLY.type_2_diabetes.sumstats.gz 0
categorical-2257-both_sexes-2257.tsv.EUR_ONLY.hearing_difficulty.sumstats.gz 0
categorical-1747-both_sexes-1.tsv.EUR_ONLY.blonde_hair.sumstats.gz 0
categorical-20002-both_sexes-1452.tsv.EUR_ONLY.eczema_dermatitis.sumstats.gz 0
continuous-1717-both_sexes.tsv.EUR_ONLY.skin_color.sumstats.gz 0
categorical-20002-both_sexes-1466.tsv.EUR_ONLY.gout_SR.sumstats.gz 0
continuous-20016-both_sexes-irnt.tsv.EUR_ONLY.fluid_intelligence_score.sumstats.gz 0
continuous-4282-both_sexes.tsv.EUR_ONLY.max_digits_remembered.sumstats.gz 0
continuous-1220-both_sexes.tsv.EUR_ONLY.narcolepsy.sumstats.gz 0
continuous-400-both_sexes-irnt.tsv.EUR_ONLY.pairs_matching.sumstats.gz 0
continuous-404-both_sexes-irnt.tsv.EUR_ONLY.responsiveness_button_press.sumstats.gz 0
icd10-I48-both_sexes.tsv.EUR_ONLY.atrial_fibrillation.sumstats.gz 0
phecode-411.4-both_sexes.tsv.EUR_ONLY.coronary_artherosclerosis.sumstats.gz 0
continuous-DBP-both_sexes-combined_medadj_irnt.tsv.EUR_ONLY.DBP.sumstats.gz 0
